Date,Open,High,Low,Close,Change %
04-10-2001,1137.6,1173.9,1137.6,1168.4,2.71%
04-11-2001,1168.4,1182.2,1160.3,1165.9,-0.21%
04-12-2001,1165.9,1183.5,1157.7,1183.5,1.51%
16-04-2001,1183.5,1184.6,1167.4,1179.7,-0.32%
17-04-2001,1179.7,1192.2,1168.9,1191.8,1.03%
18-04-2001,1191.8,1248.4,1191.8,1238.2,3.89%
19-04-2001,1238.2,1253.7,1233.4,1253.7,1.25%
20-04-2001,1253.7,1253.7,1234.4,1243,-0.85%
23-04-2001,1243,1243,1217.5,1224.4,-1.50%
24-04-2001,1224.4,1233.5,1208.9,1209.5,-1.22%
25-04-2001,1209.5,1232.4,1207.4,1228.8,1.60%
26-04-2001,1228.8,1248.3,1228.8,1234.5,0.46%
27-04-2001,1234.5,1253.1,1234.5,1253,1.50%
30-04-2001,1253,1269.3,1244,1249.5,-0.28%
05-01-2001,1249.5,1266.5,1243.5,1266.4,1.35%
05-02-2001,1266.4,1272.9,1257.7,1267.4,0.08%
05-03-2001,1267.4,1267.4,1239.9,1248.6,-1.48%
05-04-2001,1248.6,1267.5,1232,1266.6,1.44%
05-07-2001,1266.6,1270,1259.2,1263.5,-0.24%
05-08-2001,1266.7,1267,1253,1261.2,-0.18%
05-09-2001,1261.2,1261.7,1247.8,1255.5,-0.45%
05-10-2001,1255.5,1268.1,1254.6,1255.2,-0.02%
05-11-2001,1255.2,1259.8,1240.8,1245.7,-0.76%
14-05-2001,1245.7,1249.7,1241,1248.9,0.26%
15-05-2001,1248.9,1257.5,1245.4,1249.4,0.04%
16-05-2001,1249.4,1286.4,1243,1285,2.85%
17-05-2001,1285,1296.5,1282.7,1288.5,0.27%
18-05-2001,1288.5,1292.1,1281.2,1292,0.27%
21-05-2001,1292,1313,1287.9,1312.8,1.61%
22-05-2001,1312.8,1315.9,1306.9,1309.4,-0.26%
23-05-2001,1309.4,1309.4,1288.7,1289,-1.56%
